source_row_index,token,symbol,quote_address,quote_symbol,quote_decimals,base_decimals,quote_metadata_block,quote_metadata_scope,historical_quote_verified,native_quote_supported,confirmation_time,assumed_entry_time,old_usd_fdv_proxy,fdv_proxy_quote_units,true_usd_fdv,price_basis,graduation_time,curve_venue_ended_at_entry,old_near_target_observation_present,old_near_target_price_proxy_negative,actual_execution_status,actual_pnl_bnb,buys_in_confirmation_window,sub_one_usdt_buy_count,sub_one_usdt_total_volume,trade_count,trades_with_block_log_tx_identity,audit_flags
298,0x04b879e4fa3cc31544d99e0eb674244684454444,牛来人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788536620.0,1788536623.0,24210575.282912854,32976.79731249283,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,81,49,7.131185619833e-05,527,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
64,0x04d2704c4ca99166976be71dae908b9602a44444,牛郎来了,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787121498.0,1787121501.0,20331477.309525397,27693.146423206337,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,37,1,0.5240453132167698,697,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
262,0x055b44bfb260adb0f676c78e005e38510dafffff,𝑓𝑓𝑓𝑓,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786952787.0,1786952790.0,209675.93126700746,285.5958855129023,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,10,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
487,0x0645d2dca877d18569a8314ba74f7f5e050f4444,BNB SEASON 🔶,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789109554.0,1789109557.0,24139590.306748584,32880.10992923789,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,124,92,0.9877720176560331,1019,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
522,0x0664b7c36270808363a3b8cf04957a5a5be64444,景甜人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787930781.0,1787930784.0,22932772.175636824,31236.324251381597,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,107,102,1.7298711100953879,651,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
214,0x0668aff1eb0fa1ad56b27d523175697f17e0ffff,Meme,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787212908.0,1787212911.0,239395.5093543112,326.0763983196143,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,13,,,1411,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
578,0x07402bbfc34544afc9a6a0d924fc74a497c44444,CzKitty,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787494270.0,1787494273.0,6293290.669760035,8571.980154133287,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,1,0.9841584158415791,453,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
474,0x0778abc01ca5c20c1fb7099dd1fa07cdd6504444,神牛,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788659275.0,1788659278.0,28226641.31937282,38447.00998320937,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,100,69,0.001083985829984739,609,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
268,0x07c2da64acf99db7417b4ee79b97380d040bffff,爸爸去哪儿,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786883171.0,1786883174.0,171557.17920945384,233.67500607414343,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,,,15,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
593,0x07dcaccade1e3c034c707039bdfe02792f88ffff,FOMOCAT,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787413194.0,1787413197.0,211718.48655155365,288.3780140179436,,prior_trade_average_not_size_specific_quote,1787413565,False,False,False,unknown,,10,,,1358,0,execution_unverified;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;requires_dex_state_for_1h_outcome;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
317,0x0854e0c0493f4aa9bab548e04266ad2524d74444,X Numbers,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788961120.0,1788961123.0,28919750.24874874,39391.08142357865,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,69,66,0.11809034467050103,555,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
560,0x097b63926f4b2e069d0ed9fa97aafdcd677c4444,奥德赛,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786694667.0,1786694670.0,18593815.99008087,25326.308607108534,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,8,1,0.5279179492351652,784,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
215,0x099f09c273606eed745767b81eeefa16f433ffff,牛叉,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788199628.0,1788199631.0,4708776.903518218,6413.74191742814,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,207,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
206,0x0a4c4da17b982d13d970a2d3c9b056764dbb4444,一,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786886904.0,1786886907.0,199429.899818735,271.63994690430684,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,,,79,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
84,0x0a8018a8a5070b639eb3aadb7e5e10a843534444,金牛CZ,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788263507.0,1788263510.0,15009394.458918521,20444.031299179376,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,13,1,0.6239428985304808,87,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
102,0x0ac9b55090adfd9ccbfca2117ea7cedf6bdc4444,4444,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786868342.0,1786868345.0,555804.7395303423,757.0518265937619,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,25,,,268,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
98,0x0b07f3738fd0be12130a104b277cf1aaa093ffff,川普,0xf2ec508422174ee564de98187db9359d318afb6b,DJTB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788523595.0,1788523598.0,961136.4525321877,1309.146999376422,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,28,,,77,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
360,0x0b2523dca0f01b3c3ace46ab3cfe625aac054444,BNBGUY,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788575834.0,1788575837.0,26921028.517572295,36668.65782798575,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,110,106,0.22068955497767476,648,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
165,0x0b46596d4fda02c77c584ae3002389119b24ffff,HODLER,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788523830.0,1788523833.0,267818.04622195195,364.79023417185664,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,9,,,87,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
350,0x0b839ed6f13782ec2e5b10b6fcd7e019fe9a4444,X WORLD,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789001905.0,1789001908.0,28200799.49808702,38411.81129450538,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,82,81,0.146507910009673,365,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
293,0x0b9a5d3d6b758e4859513f3a63709b2000e94444,纳4达克,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789056140.0,1789056143.0,28706090.491294824,39100.05923872512,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,57,52,0.0862044865255712,545,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
191,0x0c005513d73109d1af29aad89aedc3f22d47ffff,Fourmeme,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788572726.0,1788572729.0,210655.20818381658,286.9297413185183,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,,,15,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
184,0x0c4ba5c649afb66edf2edbcaa2303d8c0c8d4444,卷王,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786691970.0,1786691973.0,331049.49550344085,450.916675297875,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,27,,,362,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
477,0x0cf62b727e2f99c01318a20aff7c5e0d95534444,BICAT,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787483923.0,1787483926.0,24102716.438514695,32829.88468408502,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,32,0,0.0,898,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
1,0x0e0a8a58c26a3eb02a5f7f76875edf4266c04444,币股人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788859360.0,1788859363.0,29305782.488799777,39916.88912486179,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,20,16,0.03029199204918852,119,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
386,0x0ec9cc2756f9daa158d10f40bc9dcfdffc614444,我踏牛来,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788363952.0,1788363955.0,26793850.825460352,36495.43133805569,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,179,178,0.8943286355588785,423,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
371,0x0f9df6f8a6b64ff53d5c8c516efbb7fb9b614444,十八bro,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787712872.0,1787712875.0,26588779.93000309,36216.10789054727,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,96,90,0.13733717821972014,728,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
31,0x0ff9491e8be705909dd4349d05abf3f92e6a4444,BNB SEASON 🔶,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789074645.0,1789074648.0,24202722.274970002,32966.10086896768,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,33,0,0.0,141,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
403,0x0ffff776fbffe8cf2b9ac0414a3e89de4fb14444,BINANCE MAN,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789148748.0,1789148751.0,26148045.29329575,35615.791020193894,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,31,0,0.0,1021,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
267,0x104f5f69fd2b2b8a5daeddcce711ae54682cffff,CATZ,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787807763.0,1787807766.0,183723.16930868645,250.24608647681936,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,20,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
484,0x107586be62696c1d9672c5685f9ed402b4f94444,BNBCAT,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787663804.0,1787663807.0,24491190.63214516,33359.01852724187,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,10,1,0.5562651951740876,594,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
475,0x10ba70d4a605593cc40452615d866ca5575e4444,MFGA,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788848540.0,1788848543.0,26112239.4327471,35567.02048946034,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,31,0,0.0,656,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
558,0x10c875e8b1556e0f191299bf208b66da4ae74444,SpaceXcoin,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786706142.0,1786706145.0,17394097.614849545,23692.19338143692,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,2,0.9659332412763495,702,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
287,0x11602f36e7c8835b13922e7f7712a32937454444,BNB SEASON 🔶,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788744995.0,1788744998.0,24127651.093477186,32863.84773755013,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,187,155,0.000229281513428568,675,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
579,0x1194eff3590c5b19e5a6c8a28f355d20487a4444,火星城,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788336640.0,1788336643.0,15200521.450622506,20704.36200147446,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,7,1,0.6247794887191079,758,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
420,0x12427c6182f2fba2df48748e415928a5c5e94444,BN 火星,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788660189.0,1788660192.0,26184432.362828534,35665.353205427265,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,182,150,0.002118042267359837,668,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
172,0x12460776e8b7f76153d4c1d625f6e79ddb48ffff,佛来,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786882740.0,1786882743.0,236027.33475748083,321.4886671445045,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,16,,,80,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
